id	name	violence
212	MEDIAEVAL00212	0
213	MEDIAEVAL00213	0
214	MEDIAEVAL00214	0
215	MEDIAEVAL00215	0
216	MEDIAEVAL00216	0
217	MEDIAEVAL00217	0
218	MEDIAEVAL00218	0
219	MEDIAEVAL00219	0
220	MEDIAEVAL00220	0
221	MEDIAEVAL00221	0
222	MEDIAEVAL00222	0
223	MEDIAEVAL00223	0
224	MEDIAEVAL00224	0
225	MEDIAEVAL00225	0
226	MEDIAEVAL00226	0
227	MEDIAEVAL00227	0
228	MEDIAEVAL00228	0
229	MEDIAEVAL00229	0
230	MEDIAEVAL00230	0
231	MEDIAEVAL00231	0
232	MEDIAEVAL00232	0
233	MEDIAEVAL00233	0
234	MEDIAEVAL00234	0
235	MEDIAEVAL00235	0
236	MEDIAEVAL00236	0
237	MEDIAEVAL00237	0
238	MEDIAEVAL00238	0
239	MEDIAEVAL00239	0
240	MEDIAEVAL00240	0
241	MEDIAEVAL00241	0
242	MEDIAEVAL00242	0
243	MEDIAEVAL00243	0
244	MEDIAEVAL00244	0
245	MEDIAEVAL00245	0
246	MEDIAEVAL00246	0
247	MEDIAEVAL00247	0
248	MEDIAEVAL00248	0
249	MEDIAEVAL00249	0
250	MEDIAEVAL00250	0
251	MEDIAEVAL00251	0
252	MEDIAEVAL00252	0
253	MEDIAEVAL00253	0
254	MEDIAEVAL00254	0
255	MEDIAEVAL00255	0
256	MEDIAEVAL00256	0
257	MEDIAEVAL00257	0
258	MEDIAEVAL00258	0
259	MEDIAEVAL00259	0
260	MEDIAEVAL00260	0
261	MEDIAEVAL00261	0
262	MEDIAEVAL00262	0
263	MEDIAEVAL00263	0
264	MEDIAEVAL00264	0
265	MEDIAEVAL00265	0
266	MEDIAEVAL00266	0
267	MEDIAEVAL00267	0
268	MEDIAEVAL00268	0
269	MEDIAEVAL00269	0
270	MEDIAEVAL00270	0
271	MEDIAEVAL00271	0
272	MEDIAEVAL00272	0
273	MEDIAEVAL00273	0
274	MEDIAEVAL00274	0
275	MEDIAEVAL00275	0
276	MEDIAEVAL00276	0
277	MEDIAEVAL00277	0
278	MEDIAEVAL00278	0
279	MEDIAEVAL00279	0
280	MEDIAEVAL00280	0
281	MEDIAEVAL00281	0
282	MEDIAEVAL00282	0
283	MEDIAEVAL00283	0
284	MEDIAEVAL00284	0
285	MEDIAEVAL00285	0
286	MEDIAEVAL00286	0
287	MEDIAEVAL00287	0
288	MEDIAEVAL00288	0
289	MEDIAEVAL00289	0
290	MEDIAEVAL00290	0
291	MEDIAEVAL00291	0
292	MEDIAEVAL00292	0
293	MEDIAEVAL00293	0
294	MEDIAEVAL00294	0
295	MEDIAEVAL00295	0
296	MEDIAEVAL00296	0
297	MEDIAEVAL00297	0
298	MEDIAEVAL00298	0
299	MEDIAEVAL00299	0
300	MEDIAEVAL00300	0
301	MEDIAEVAL00301	0
302	MEDIAEVAL00302	0
303	MEDIAEVAL00303	0
304	MEDIAEVAL00304	0
305	MEDIAEVAL00305	0
306	MEDIAEVAL00306	0
307	MEDIAEVAL00307	0
308	MEDIAEVAL00308	0
309	MEDIAEVAL00309	0
310	MEDIAEVAL00310	0
311	MEDIAEVAL00311	0
312	MEDIAEVAL00312	0
313	MEDIAEVAL00313	0
314	MEDIAEVAL00314	0
315	MEDIAEVAL00315	0
316	MEDIAEVAL00316	0
317	MEDIAEVAL00317	0
318	MEDIAEVAL00318	0
319	MEDIAEVAL00319	0
320	MEDIAEVAL00320	0
321	MEDIAEVAL00321	0
322	MEDIAEVAL00322	0
323	MEDIAEVAL00323	0
324	MEDIAEVAL00324	0
325	MEDIAEVAL00325	0
326	MEDIAEVAL00326	0
327	MEDIAEVAL00327	0
328	MEDIAEVAL00328	0
329	MEDIAEVAL00329	0
330	MEDIAEVAL00330	0
331	MEDIAEVAL00331	1
332	MEDIAEVAL00332	1
333	MEDIAEVAL00333	1
334	MEDIAEVAL00334	1
335	MEDIAEVAL00335	1
336	MEDIAEVAL00336	0
337	MEDIAEVAL00337	1
338	MEDIAEVAL00338	1
339	MEDIAEVAL00339	1
340	MEDIAEVAL00340	0
341	MEDIAEVAL00341	1
342	MEDIAEVAL00342	1
343	MEDIAEVAL00343	1
344	MEDIAEVAL00344	1
345	MEDIAEVAL00345	1
346	MEDIAEVAL00346	1
347	MEDIAEVAL00347	1
348	MEDIAEVAL00348	1
349	MEDIAEVAL00349	0
350	MEDIAEVAL00350	0
351	MEDIAEVAL00351	0
352	MEDIAEVAL00352	0
353	MEDIAEVAL00353	0
354	MEDIAEVAL00354	0
355	MEDIAEVAL00355	0
356	MEDIAEVAL00356	0
357	MEDIAEVAL00357	0
358	MEDIAEVAL00358	0
359	MEDIAEVAL00359	0
360	MEDIAEVAL00360	0
361	MEDIAEVAL00361	0
362	MEDIAEVAL00362	0
363	MEDIAEVAL00363	0
364	MEDIAEVAL00364	0
365	MEDIAEVAL00365	0
366	MEDIAEVAL00366	0
367	MEDIAEVAL00367	0
368	MEDIAEVAL00368	0
369	MEDIAEVAL00369	0
370	MEDIAEVAL00370	0
371	MEDIAEVAL00371	0
372	MEDIAEVAL00372	0
373	MEDIAEVAL00373	0
374	MEDIAEVAL00374	0
375	MEDIAEVAL00375	0
376	MEDIAEVAL00376	0
377	MEDIAEVAL00377	0
378	MEDIAEVAL00378	0
379	MEDIAEVAL00379	0
380	MEDIAEVAL00380	0
381	MEDIAEVAL00381	0
382	MEDIAEVAL00382	0
383	MEDIAEVAL00383	0
384	MEDIAEVAL00384	0
385	MEDIAEVAL00385	0
386	MEDIAEVAL00386	0
387	MEDIAEVAL00387	0
388	MEDIAEVAL00388	0
389	MEDIAEVAL00389	0
390	MEDIAEVAL00390	0
391	MEDIAEVAL00391	0
392	MEDIAEVAL00392	0
393	MEDIAEVAL00393	0
394	MEDIAEVAL00394	0
395	MEDIAEVAL00395	0
396	MEDIAEVAL00396	0
397	MEDIAEVAL00397	1
398	MEDIAEVAL00398	0
399	MEDIAEVAL00399	0
400	MEDIAEVAL00400	0
401	MEDIAEVAL00401	0
402	MEDIAEVAL00402	0
403	MEDIAEVAL00403	0
404	MEDIAEVAL00404	0
405	MEDIAEVAL00405	0
406	MEDIAEVAL00406	0
407	MEDIAEVAL00407	0
408	MEDIAEVAL00408	0
409	MEDIAEVAL00409	0
410	MEDIAEVAL00410	0
411	MEDIAEVAL00411	0
412	MEDIAEVAL00412	0
413	MEDIAEVAL00413	0
414	MEDIAEVAL00414	0
415	MEDIAEVAL00415	0
416	MEDIAEVAL00416	0
417	MEDIAEVAL00417	0
418	MEDIAEVAL00418	0
419	MEDIAEVAL00419	0
420	MEDIAEVAL00420	0
421	MEDIAEVAL00421	0
422	MEDIAEVAL00422	0
423	MEDIAEVAL00423	0
424	MEDIAEVAL00424	0
425	MEDIAEVAL00425	0
426	MEDIAEVAL00426	0
427	MEDIAEVAL00427	0
428	MEDIAEVAL00428	0
429	MEDIAEVAL00429	0
430	MEDIAEVAL00430	0
431	MEDIAEVAL00431	0
432	MEDIAEVAL00432	0
433	MEDIAEVAL00433	0
434	MEDIAEVAL00434	0
435	MEDIAEVAL00435	0
436	MEDIAEVAL00436	0
437	MEDIAEVAL00437	0
438	MEDIAEVAL00438	0
439	MEDIAEVAL00439	0
440	MEDIAEVAL00440	0
441	MEDIAEVAL00441	0
442	MEDIAEVAL00442	0
443	MEDIAEVAL00443	0
444	MEDIAEVAL00444	0
445	MEDIAEVAL00445	0
446	MEDIAEVAL00446	0
447	MEDIAEVAL00447	0
448	MEDIAEVAL00448	0
449	MEDIAEVAL00449	0
450	MEDIAEVAL00450	0
451	MEDIAEVAL00451	0
452	MEDIAEVAL00452	0
453	MEDIAEVAL00453	0
454	MEDIAEVAL00454	0
455	MEDIAEVAL00455	0
456	MEDIAEVAL00456	0
457	MEDIAEVAL00457	0
458	MEDIAEVAL00458	0
459	MEDIAEVAL00459	0
460	MEDIAEVAL00460	0
461	MEDIAEVAL00461	0
462	MEDIAEVAL00462	0
463	MEDIAEVAL00463	0
464	MEDIAEVAL00464	0
465	MEDIAEVAL00465	0
466	MEDIAEVAL00466	0
467	MEDIAEVAL00467	0
468	MEDIAEVAL00468	0
469	MEDIAEVAL00469	0
470	MEDIAEVAL00470	0
471	MEDIAEVAL00471	0
472	MEDIAEVAL00472	0
473	MEDIAEVAL00473	0
474	MEDIAEVAL00474	0
475	MEDIAEVAL00475	0
476	MEDIAEVAL00476	0
477	MEDIAEVAL00477	0
478	MEDIAEVAL00478	0
479	MEDIAEVAL00479	0
480	MEDIAEVAL00480	0
481	MEDIAEVAL00481	0
482	MEDIAEVAL00482	0
483	MEDIAEVAL00483	0
484	MEDIAEVAL00484	0
485	MEDIAEVAL00485	0
486	MEDIAEVAL00486	0
487	MEDIAEVAL00487	0
488	MEDIAEVAL00488	0
489	MEDIAEVAL00489	0
490	MEDIAEVAL00490	0
491	MEDIAEVAL00491	0
492	MEDIAEVAL00492	0
493	MEDIAEVAL00493	0
494	MEDIAEVAL00494	0
495	MEDIAEVAL00495	1
496	MEDIAEVAL00496	1
497	MEDIAEVAL00497	0
498	MEDIAEVAL00498	1
499	MEDIAEVAL00499	0
500	MEDIAEVAL00500	1
501	MEDIAEVAL00501	1
502	MEDIAEVAL00502	0
503	MEDIAEVAL00503	0
504	MEDIAEVAL00504	0
505	MEDIAEVAL00505	0
506	MEDIAEVAL00506	0
507	MEDIAEVAL00507	0
508	MEDIAEVAL00508	0
509	MEDIAEVAL00509	0
510	MEDIAEVAL00510	0
511	MEDIAEVAL00511	0
512	MEDIAEVAL00512	0
513	MEDIAEVAL00513	0
514	MEDIAEVAL00514	0
515	MEDIAEVAL00515	0
516	MEDIAEVAL00516	0
517	MEDIAEVAL00517	0
518	MEDIAEVAL00518	0
519	MEDIAEVAL00519	0
520	MEDIAEVAL00520	0
521	MEDIAEVAL00521	0
522	MEDIAEVAL00522	0
523	MEDIAEVAL00523	0
524	MEDIAEVAL00524	0
525	MEDIAEVAL00525	0
526	MEDIAEVAL00526	0
527	MEDIAEVAL00527	0
528	MEDIAEVAL00528	0
529	MEDIAEVAL00529	0
530	MEDIAEVAL00530	0
531	MEDIAEVAL00531	0
532	MEDIAEVAL00532	0
533	MEDIAEVAL00533	0
534	MEDIAEVAL00534	1
535	MEDIAEVAL00535	1
536	MEDIAEVAL00536	1
537	MEDIAEVAL00537	1
538	MEDIAEVAL00538	0
539	MEDIAEVAL00539	0
540	MEDIAEVAL00540	1
541	MEDIAEVAL00541	0
542	MEDIAEVAL00542	0
543	MEDIAEVAL00543	0
544	MEDIAEVAL00544	0
545	MEDIAEVAL00545	0
546	MEDIAEVAL00546	0
547	MEDIAEVAL00547	0
548	MEDIAEVAL00548	0
549	MEDIAEVAL00549	0
550	MEDIAEVAL00550	0
551	MEDIAEVAL00551	0
552	MEDIAEVAL00552	0
553	MEDIAEVAL00553	0
554	MEDIAEVAL00554	0
555	MEDIAEVAL00555	0
556	MEDIAEVAL00556	0
557	MEDIAEVAL00557	0
558	MEDIAEVAL00558	1
559	MEDIAEVAL00559	1
560	MEDIAEVAL00560	1
561	MEDIAEVAL00561	0
562	MEDIAEVAL00562	0
563	MEDIAEVAL00563	0
564	MEDIAEVAL00564	0
565	MEDIAEVAL00565	0
566	MEDIAEVAL00566	0
567	MEDIAEVAL00567	0
568	MEDIAEVAL00568	0
569	MEDIAEVAL00569	0
570	MEDIAEVAL00570	0
571	MEDIAEVAL00571	0
572	MEDIAEVAL00572	0
573	MEDIAEVAL00573	1
574	MEDIAEVAL00574	0
575	MEDIAEVAL00575	1
576	MEDIAEVAL00576	0
577	MEDIAEVAL00577	1
578	MEDIAEVAL00578	1
579	MEDIAEVAL00579	0
580	MEDIAEVAL00580	0
581	MEDIAEVAL00581	0
582	MEDIAEVAL00582	1
583	MEDIAEVAL00583	0
584	MEDIAEVAL00584	1
585	MEDIAEVAL00585	0
586	MEDIAEVAL00586	0
587	MEDIAEVAL00587	1
588	MEDIAEVAL00588	1
589	MEDIAEVAL00589	0
590	MEDIAEVAL00590	0
591	MEDIAEVAL00591	0
592	MEDIAEVAL00592	0
593	MEDIAEVAL00593	0
594	MEDIAEVAL00594	0
595	MEDIAEVAL00595	0
596	MEDIAEVAL00596	0
597	MEDIAEVAL00597	0
598	MEDIAEVAL00598	0
599	MEDIAEVAL00599	0
600	MEDIAEVAL00600	0
601	MEDIAEVAL00601	0
602	MEDIAEVAL00602	0
603	MEDIAEVAL00603	0
604	MEDIAEVAL00604	0
605	MEDIAEVAL00605	0
606	MEDIAEVAL00606	0
607	MEDIAEVAL00607	0
608	MEDIAEVAL00608	0
609	MEDIAEVAL00609	0
610	MEDIAEVAL00610	0
611	MEDIAEVAL00611	0
612	MEDIAEVAL00612	0
613	MEDIAEVAL00613	0
614	MEDIAEVAL00614	0
615	MEDIAEVAL00615	0
616	MEDIAEVAL00616	0
617	MEDIAEVAL00617	0
618	MEDIAEVAL00618	0
619	MEDIAEVAL00619	0
620	MEDIAEVAL00620	1
621	MEDIAEVAL00621	0
622	MEDIAEVAL00622	0
623	MEDIAEVAL00623	0
624	MEDIAEVAL00624	0
625	MEDIAEVAL00625	0
626	MEDIAEVAL00626	0
627	MEDIAEVAL00627	0
628	MEDIAEVAL00628	0
629	MEDIAEVAL00629	0
630	MEDIAEVAL00630	0
631	MEDIAEVAL00631	0
632	MEDIAEVAL00632	0
633	MEDIAEVAL00633	0
634	MEDIAEVAL00634	0
635	MEDIAEVAL00635	0
636	MEDIAEVAL00636	0
637	MEDIAEVAL00637	0
638	MEDIAEVAL00638	0
639	MEDIAEVAL00639	0
640	MEDIAEVAL00640	0
641	MEDIAEVAL00641	0
642	MEDIAEVAL00642	0
643	MEDIAEVAL00643	0
644	MEDIAEVAL00644	0
645	MEDIAEVAL00645	0
646	MEDIAEVAL00646	0
647	MEDIAEVAL00647	0
648	MEDIAEVAL00648	0
649	MEDIAEVAL00649	0
650	MEDIAEVAL00650	0
651	MEDIAEVAL00651	0
652	MEDIAEVAL00652	0
653	MEDIAEVAL00653	0
654	MEDIAEVAL00654	0
655	MEDIAEVAL00655	0
656	MEDIAEVAL00656	0
657	MEDIAEVAL00657	0
658	MEDIAEVAL00658	0
659	MEDIAEVAL00659	0
660	MEDIAEVAL00660	0
661	MEDIAEVAL00661	0
662	MEDIAEVAL00662	0
663	MEDIAEVAL00663	0
664	MEDIAEVAL00664	0
665	MEDIAEVAL00665	0
666	MEDIAEVAL00666	0
667	MEDIAEVAL00667	0
668	MEDIAEVAL00668	0
669	MEDIAEVAL00669	0
670	MEDIAEVAL00670	0
671	MEDIAEVAL00671	0
672	MEDIAEVAL00672	0
673	MEDIAEVAL00673	0
674	MEDIAEVAL00674	0
675	MEDIAEVAL00675	0
676	MEDIAEVAL00676	0
677	MEDIAEVAL00677	0
678	MEDIAEVAL00678	0
679	MEDIAEVAL00679	0
680	MEDIAEVAL00680	0
681	MEDIAEVAL00681	0
682	MEDIAEVAL00682	0
683	MEDIAEVAL00683	0
684	MEDIAEVAL00684	0
685	MEDIAEVAL00685	0
686	MEDIAEVAL00686	0
687	MEDIAEVAL00687	0
688	MEDIAEVAL00688	0
689	MEDIAEVAL00689	0
690	MEDIAEVAL00690	0
691	MEDIAEVAL00691	0
692	MEDIAEVAL00692	0
693	MEDIAEVAL00693	0
694	MEDIAEVAL00694	0
695	MEDIAEVAL00695	0
696	MEDIAEVAL00696	0
697	MEDIAEVAL00697	0
698	MEDIAEVAL00698	0
699	MEDIAEVAL00699	0
700	MEDIAEVAL00700	0
701	MEDIAEVAL00701	0
702	MEDIAEVAL00702	0
703	MEDIAEVAL00703	0
704	MEDIAEVAL00704	0
705	MEDIAEVAL00705	0
706	MEDIAEVAL00706	0
707	MEDIAEVAL00707	0
708	MEDIAEVAL00708	0
709	MEDIAEVAL00709	0
710	MEDIAEVAL00710	0
711	MEDIAEVAL00711	0
712	MEDIAEVAL00712	0
713	MEDIAEVAL00713	0
714	MEDIAEVAL00714	0
715	MEDIAEVAL00715	0
716	MEDIAEVAL00716	0
717	MEDIAEVAL00717	0
718	MEDIAEVAL00718	0
719	MEDIAEVAL00719	0
720	MEDIAEVAL00720	0
721	MEDIAEVAL00721	0
722	MEDIAEVAL00722	0
723	MEDIAEVAL00723	0
724	MEDIAEVAL00724	0
725	MEDIAEVAL00725	0
726	MEDIAEVAL00726	0
727	MEDIAEVAL00727	0
728	MEDIAEVAL00728	0
729	MEDIAEVAL00729	0
730	MEDIAEVAL00730	0
731	MEDIAEVAL00731	0
732	MEDIAEVAL00732	0
733	MEDIAEVAL00733	0
734	MEDIAEVAL00734	0
735	MEDIAEVAL00735	0
736	MEDIAEVAL00736	1
737	MEDIAEVAL00737	1
738	MEDIAEVAL00738	1
739	MEDIAEVAL00739	0
740	MEDIAEVAL00740	0
741	MEDIAEVAL00741	0
742	MEDIAEVAL00742	0
743	MEDIAEVAL00743	0
744	MEDIAEVAL00744	0
745	MEDIAEVAL00745	0
746	MEDIAEVAL00746	0
747	MEDIAEVAL00747	0
748	MEDIAEVAL00748	0
749	MEDIAEVAL00749	0
750	MEDIAEVAL00750	0
751	MEDIAEVAL00751	0
752	MEDIAEVAL00752	0
753	MEDIAEVAL00753	0
754	MEDIAEVAL00754	0
755	MEDIAEVAL00755	0
756	MEDIAEVAL00756	0
757	MEDIAEVAL00757	0
758	MEDIAEVAL00758	0
759	MEDIAEVAL00759	0
760	MEDIAEVAL00760	0
761	MEDIAEVAL00761	0
762	MEDIAEVAL00762	0
763	MEDIAEVAL00763	0
764	MEDIAEVAL00764	0
765	MEDIAEVAL00765	0
766	MEDIAEVAL00766	0
767	MEDIAEVAL00767	0
768	MEDIAEVAL00768	0
769	MEDIAEVAL00769	0
770	MEDIAEVAL00770	0
771	MEDIAEVAL00771	0
772	MEDIAEVAL00772	0
773	MEDIAEVAL00773	0
774	MEDIAEVAL00774	0
775	MEDIAEVAL00775	0
776	MEDIAEVAL00776	0
777	MEDIAEVAL00777	0
778	MEDIAEVAL00778	0
779	MEDIAEVAL00779	0
780	MEDIAEVAL00780	0
781	MEDIAEVAL00781	0
782	MEDIAEVAL00782	0
783	MEDIAEVAL00783	0
784	MEDIAEVAL00784	0
785	MEDIAEVAL00785	0
786	MEDIAEVAL00786	0
787	MEDIAEVAL00787	0
788	MEDIAEVAL00788	0
789	MEDIAEVAL00789	0
790	MEDIAEVAL00790	0
791	MEDIAEVAL00791	0
792	MEDIAEVAL00792	0
793	MEDIAEVAL00793	0
794	MEDIAEVAL00794	0
795	MEDIAEVAL00795	0
796	MEDIAEVAL00796	0
797	MEDIAEVAL00797	0
798	MEDIAEVAL00798	1
799	MEDIAEVAL00799	1
800	MEDIAEVAL00800	1
801	MEDIAEVAL00801	0
802	MEDIAEVAL00802	0
803	MEDIAEVAL00803	0
804	MEDIAEVAL00804	1
805	MEDIAEVAL00805	1
806	MEDIAEVAL00806	1
807	MEDIAEVAL00807	0
808	MEDIAEVAL00808	0
809	MEDIAEVAL00809	0
810	MEDIAEVAL00810	0
811	MEDIAEVAL00811	0
812	MEDIAEVAL00812	0
813	MEDIAEVAL00813	0
814	MEDIAEVAL00814	0
815	MEDIAEVAL00815	0
816	MEDIAEVAL00816	0
817	MEDIAEVAL00817	0
818	MEDIAEVAL00818	0
819	MEDIAEVAL00819	0
820	MEDIAEVAL00820	0
821	MEDIAEVAL00821	0
822	MEDIAEVAL00822	0
823	MEDIAEVAL00823	0
824	MEDIAEVAL00824	0
825	MEDIAEVAL00825	0
826	MEDIAEVAL00826	0
827	MEDIAEVAL00827	0
828	MEDIAEVAL00828	0
829	MEDIAEVAL00829	1
830	MEDIAEVAL00830	1
831	MEDIAEVAL00831	1
832	MEDIAEVAL00832	1
833	MEDIAEVAL00833	0
834	MEDIAEVAL00834	0
835	MEDIAEVAL00835	0
836	MEDIAEVAL00836	0
837	MEDIAEVAL00837	0
838	MEDIAEVAL00838	0
839	MEDIAEVAL00839	0
840	MEDIAEVAL00840	0
841	MEDIAEVAL00841	0
842	MEDIAEVAL00842	0
843	MEDIAEVAL00843	0
844	MEDIAEVAL00844	0
845	MEDIAEVAL00845	0
846	MEDIAEVAL00846	1
847	MEDIAEVAL00847	1
848	MEDIAEVAL00848	1
849	MEDIAEVAL00849	1
850	MEDIAEVAL00850	0
851	MEDIAEVAL00851	1
852	MEDIAEVAL00852	1
853	MEDIAEVAL00853	1
854	MEDIAEVAL00854	1
855	MEDIAEVAL00855	0
856	MEDIAEVAL00856	0
857	MEDIAEVAL00857	0
858	MEDIAEVAL00858	1
859	MEDIAEVAL00859	1
860	MEDIAEVAL00860	0
861	MEDIAEVAL00861	0
862	MEDIAEVAL00862	0
863	MEDIAEVAL00863	0
864	MEDIAEVAL00864	0
865	MEDIAEVAL00865	0
866	MEDIAEVAL00866	0
867	MEDIAEVAL00867	0
868	MEDIAEVAL00868	0
869	MEDIAEVAL00869	0
870	MEDIAEVAL00870	0
871	MEDIAEVAL00871	0
872	MEDIAEVAL00872	0
873	MEDIAEVAL00873	0
