id	name	valenceClass	arousalClass
151	ACCEDE00151	-1	-1
152	ACCEDE00152	0	-1
153	ACCEDE00153	0	1
154	ACCEDE00154	0	-1
155	ACCEDE00155	0	-1
156	ACCEDE00156	0	-1
157	ACCEDE00157	0	-1
158	ACCEDE00158	1	-1
159	ACCEDE00159	1	-1
160	ACCEDE00160	1	-1
161	ACCEDE00161	0	-1
162	ACCEDE00162	1	-1
163	ACCEDE00163	1	-1
164	ACCEDE00164	1	0
165	ACCEDE00165	1	-1
166	ACCEDE00166	1	-1
167	ACCEDE00167	1	-1
168	ACCEDE00168	1	-1
169	ACCEDE00169	1	0
170	ACCEDE00170	1	-1
171	ACCEDE00171	1	-1
172	ACCEDE00172	0	1
173	ACCEDE00173	0	-1
174	ACCEDE00174	1	-1
175	ACCEDE00175	1	-1
176	ACCEDE00176	1	-1
177	ACCEDE00177	0	-1
178	ACCEDE00178	1	-1
179	ACCEDE00179	1	1
180	ACCEDE00180	0	-1
181	ACCEDE00181	1	-1
182	ACCEDE00182	0	-1
183	ACCEDE00183	1	-1
184	ACCEDE00184	1	-1
185	ACCEDE00185	1	0
186	ACCEDE00186	-1	-1
187	ACCEDE00187	1	1
188	ACCEDE00188	1	1
189	ACCEDE00189	1	-1
190	ACCEDE00190	0	1
191	ACCEDE00191	0	-1
192	ACCEDE00192	0	-1
193	ACCEDE00193	0	-1
194	ACCEDE00194	1	-1
195	ACCEDE00195	-1	-1
196	ACCEDE00196	1	-1
197	ACCEDE00197	1	0
198	ACCEDE00198	1	-1
199	ACCEDE00199	1	0
200	ACCEDE00200	0	-1
201	ACCEDE00201	1	-1
202	ACCEDE00202	0	-1
203	ACCEDE00203	-1	-1
204	ACCEDE00204	1	1
205	ACCEDE00205	0	1
206	ACCEDE00206	0	0
207	ACCEDE00207	1	-1
208	ACCEDE00208	0	-1
209	ACCEDE00209	1	-1
210	ACCEDE00210	1	1
211	ACCEDE00211	1	-1
212	ACCEDE00212	1	-1
213	ACCEDE00213	1	-1
214	ACCEDE00214	1	-1
215	ACCEDE00215	0	-1
216	ACCEDE00216	-1	-1
217	ACCEDE00217	-1	-1
218	ACCEDE00218	-1	1
219	ACCEDE00219	0	1
220	ACCEDE00220	-1	1
221	ACCEDE00221	-1	-1
222	ACCEDE00222	-1	-1
223	ACCEDE00223	1	-1
224	ACCEDE00224	-1	-1
225	ACCEDE00225	0	-1
226	ACCEDE00226	0	1
227	ACCEDE00227	1	0
228	ACCEDE00228	-1	1
229	ACCEDE00229	1	1
230	ACCEDE00230	1	1
231	ACCEDE00231	0	-1
232	ACCEDE00232	0	-1
233	ACCEDE00233	1	0
234	ACCEDE00234	0	-1
235	ACCEDE00235	1	-1
236	ACCEDE00236	1	-1
237	ACCEDE00237	1	-1
238	ACCEDE00238	1	-1
239	ACCEDE00239	-1	-1
240	ACCEDE00240	0	-1
241	ACCEDE00241	1	-1
242	ACCEDE00242	1	-1
243	ACCEDE00243	0	-1
244	ACCEDE00244	1	-1
245	ACCEDE00245	0	1
246	ACCEDE00246	1	0
247	ACCEDE00247	1	-1
248	ACCEDE00248	1	-1
249	ACCEDE00249	1	-1
250	ACCEDE00250	1	-1
251	ACCEDE00251	1	-1
252	ACCEDE00252	0	-1
253	ACCEDE00253	0	-1
254	ACCEDE00254	1	-1
255	ACCEDE00255	-1	0
256	ACCEDE00256	-1	0
257	ACCEDE00257	0	-1
258	ACCEDE00258	0	-1
259	ACCEDE00259	0	-1
260	ACCEDE00260	1	-1
261	ACCEDE00261	1	-1
262	ACCEDE00262	1	-1
263	ACCEDE00263	1	-1
264	ACCEDE00264	0	-1
265	ACCEDE00265	1	-1
266	ACCEDE00266	1	-1
267	ACCEDE00267	1	-1
268	ACCEDE00268	1	-1
269	ACCEDE00269	0	-1
270	ACCEDE00270	1	-1
271	ACCEDE00271	1	-1
272	ACCEDE00272	1	1
273	ACCEDE00273	0	-1
274	ACCEDE00274	1	-1
275	ACCEDE00275	1	-1
276	ACCEDE00276	1	-1
277	ACCEDE00277	1	-1
278	ACCEDE00278	0	-1
279	ACCEDE00279	0	1
280	ACCEDE00280	0	0
281	ACCEDE00281	0	1
282	ACCEDE00282	-1	-1
283	ACCEDE00283	-1	-1
284	ACCEDE00284	-1	-1
285	ACCEDE00285	0	-1
286	ACCEDE00286	0	-1
287	ACCEDE00287	1	-1
288	ACCEDE00288	-1	-1
289	ACCEDE00289	-1	1
290	ACCEDE00290	0	-1
291	ACCEDE00291	-1	1
292	ACCEDE00292	1	-1
293	ACCEDE00293	0	-1
294	ACCEDE00294	1	1
295	ACCEDE00295	0	-1
296	ACCEDE00296	0	1
297	ACCEDE00297	0	-1
298	ACCEDE00298	1	-1
299	ACCEDE00299	-1	-1
300	ACCEDE00300	-1	-1
301	ACCEDE00301	1	-1
302	ACCEDE00302	0	0
303	ACCEDE00303	0	0
304	ACCEDE00304	1	0
305	ACCEDE00305	-1	-1
306	ACCEDE00306	1	-1
307	ACCEDE00307	1	0
308	ACCEDE00308	0	-1
309	ACCEDE00309	1	-1
310	ACCEDE00310	0	-1
311	ACCEDE00311	0	-1
312	ACCEDE00312	1	-1
313	ACCEDE00313	0	-1
314	ACCEDE00314	1	-1
315	ACCEDE00315	0	-1
316	ACCEDE00316	1	-1
317	ACCEDE00317	1	0
318	ACCEDE00318	1	-1
319	ACCEDE00319	1	-1
320	ACCEDE00320	1	-1
321	ACCEDE00321	1	-1
322	ACCEDE00322	-1	1
323	ACCEDE00323	1	-1
324	ACCEDE00324	-1	0
325	ACCEDE00325	-1	0
326	ACCEDE00326	-1	-1
327	ACCEDE00327	0	-1
328	ACCEDE00328	-1	0
329	ACCEDE00329	0	-1
330	ACCEDE00330	0	-1
331	ACCEDE00331	1	1
332	ACCEDE00332	0	-1
333	ACCEDE00333	-1	-1
334	ACCEDE00334	1	-1
335	ACCEDE00335	1	-1
336	ACCEDE00336	0	0
337	ACCEDE00337	0	1
338	ACCEDE00338	0	-1
339	ACCEDE00339	0	1
340	ACCEDE00340	-1	1
341	ACCEDE00341	0	0
342	ACCEDE00342	0	1
343	ACCEDE00343	0	-1
344	ACCEDE00344	1	-1
345	ACCEDE00345	-1	-1
346	ACCEDE00346	1	-1
347	ACCEDE00347	-1	-1
348	ACCEDE00348	1	-1
349	ACCEDE00349	1	-1
350	ACCEDE00350	1	-1
351	ACCEDE00351	1	-1
352	ACCEDE00352	0	0
353	ACCEDE00353	1	-1
354	ACCEDE00354	1	1
355	ACCEDE00355	0	1
356	ACCEDE00356	1	-1
357	ACCEDE00357	1	0
358	ACCEDE00358	1	-1
359	ACCEDE00359	1	-1
360	ACCEDE00360	0	0
361	ACCEDE00361	1	-1
362	ACCEDE00362	1	0
363	ACCEDE00363	1	-1
364	ACCEDE00364	0	-1
365	ACCEDE00365	1	-1
366	ACCEDE00366	1	-1
367	ACCEDE00367	1	-1
368	ACCEDE00368	1	-1
369	ACCEDE00369	-1	-1
370	ACCEDE00370	-1	-1
371	ACCEDE00371	-1	0
372	ACCEDE00372	-1	-1
373	ACCEDE00373	-1	0
374	ACCEDE00374	0	1
375	ACCEDE00375	0	0
376	ACCEDE00376	0	-1
377	ACCEDE00377	1	-1
378	ACCEDE00378	0	1
379	ACCEDE00379	-1	0
380	ACCEDE00380	-1	0
381	ACCEDE00381	0	0
382	ACCEDE00382	0	1
383	ACCEDE00383	0	-1
384	ACCEDE00384	1	-1
385	ACCEDE00385	1	-1
386	ACCEDE00386	1	-1
387	ACCEDE00387	1	-1
388	ACCEDE00388	1	1
389	ACCEDE00389	1	0
390	ACCEDE00390	0	-1
391	ACCEDE00391	0	-1
392	ACCEDE00392	1	-1
393	ACCEDE00393	-1	1
394	ACCEDE00394	0	-1
395	ACCEDE00395	1	-1
396	ACCEDE00396	1	-1
397	ACCEDE00397	-1	-1
398	ACCEDE00398	0	-1
399	ACCEDE00399	0	0
400	ACCEDE00400	-1	1
401	ACCEDE00401	-1	-1
402	ACCEDE00402	-1	0
403	ACCEDE00403	-1	1
404	ACCEDE00404	-1	-1
405	ACCEDE00405	-1	-1
406	ACCEDE00406	-1	-1
407	ACCEDE00407	-1	-1
408	ACCEDE00408	-1	-1
409	ACCEDE00409	0	-1
410	ACCEDE00410	-1	1
411	ACCEDE00411	-1	1
412	ACCEDE00412	-1	0
413	ACCEDE00413	0	-1
414	ACCEDE00414	0	-1
415	ACCEDE00415	-1	1
416	ACCEDE00416	-1	1
417	ACCEDE00417	1	-1
418	ACCEDE00418	0	-1
419	ACCEDE00419	-1	1
420	ACCEDE00420	0	-1
421	ACCEDE00421	-1	1
422	ACCEDE00422	-1	1
423	ACCEDE00423	-1	1
424	ACCEDE00424	-1	1
425	ACCEDE00425	-1	-1
426	ACCEDE00426	-1	1
427	ACCEDE00427	0	-1
428	ACCEDE00428	0	-1
429	ACCEDE00429	1	-1
430	ACCEDE00430	1	-1
431	ACCEDE00431	0	-1
432	ACCEDE00432	-1	-1
433	ACCEDE00433	-1	1
434	ACCEDE00434	0	-1
435	ACCEDE00435	0	0
436	ACCEDE00436	-1	0
437	ACCEDE00437	1	0
438	ACCEDE00438	-1	0
439	ACCEDE00439	-1	0
440	ACCEDE00440	0	0
441	ACCEDE00441	-1	0
442	ACCEDE00442	0	-1
443	ACCEDE00443	0	-1
444	ACCEDE00444	0	-1
445	ACCEDE00445	1	-1
446	ACCEDE00446	0	-1
447	ACCEDE00447	0	0
448	ACCEDE00448	-1	0
449	ACCEDE00449	-1	1
450	ACCEDE00450	-1	-1
451	ACCEDE00451	-1	1
452	ACCEDE00452	-1	1
453	ACCEDE00453	0	-1
454	ACCEDE00454	-1	1
455	ACCEDE00455	-1	-1
456	ACCEDE00456	-1	-1
457	ACCEDE00457	0	-1
458	ACCEDE00458	1	-1
459	ACCEDE00459	1	-1
460	ACCEDE00460	1	-1
461	ACCEDE00461	1	1
462	ACCEDE00462	0	-1
463	ACCEDE00463	0	-1
464	ACCEDE00464	1	-1
465	ACCEDE00465	1	-1
466	ACCEDE00466	1	0
467	ACCEDE00467	1	-1
468	ACCEDE00468	1	-1
469	ACCEDE00469	1	-1
470	ACCEDE00470	0	-1
471	ACCEDE00471	1	-1
472	ACCEDE00472	1	1
473	ACCEDE00473	1	-1
474	ACCEDE00474	0	1
475	ACCEDE00475	-1	-1
476	ACCEDE00476	1	-1
477	ACCEDE00477	0	-1
478	ACCEDE00478	-1	-1
479	ACCEDE00479	0	-1
480	ACCEDE00480	0	1
481	ACCEDE00481	-1	1
482	ACCEDE00482	-1	-1
483	ACCEDE00483	1	-1
484	ACCEDE00484	-1	-1
485	ACCEDE00485	0	-1
486	ACCEDE00486	0	-1
487	ACCEDE00487	0	0
488	ACCEDE00488	0	-1
489	ACCEDE00489	-1	-1
490	ACCEDE00490	-1	-1
491	ACCEDE00491	0	-1
492	ACCEDE00492	-1	1
493	ACCEDE00493	-1	1
494	ACCEDE00494	0	1
495	ACCEDE00495	1	-1
496	ACCEDE00496	1	0
497	ACCEDE00497	1	-1
498	ACCEDE00498	1	0
499	ACCEDE00499	0	-1
500	ACCEDE00500	0	-1
501	ACCEDE00501	-1	-1
502	ACCEDE00502	-1	0
503	ACCEDE00503	-1	-1
504	ACCEDE00504	-1	1
505	ACCEDE00505	-1	-1
506	ACCEDE00506	-1	-1
507	ACCEDE00507	-1	1
508	ACCEDE00508	-1	-1
509	ACCEDE00509	-1	1
510	ACCEDE00510	0	1
511	ACCEDE00511	-1	-1
512	ACCEDE00512	-1	0
513	ACCEDE00513	-1	-1
514	ACCEDE00514	-1	-1
515	ACCEDE00515	-1	-1
516	ACCEDE00516	-1	1
517	ACCEDE00517	-1	1
518	ACCEDE00518	-1	-1
519	ACCEDE00519	0	-1
520	ACCEDE00520	1	-1
521	ACCEDE00521	-1	0
522	ACCEDE00522	-1	0
523	ACCEDE00523	-1	1
524	ACCEDE00524	1	-1
525	ACCEDE00525	-1	-1
526	ACCEDE00526	0	-1
527	ACCEDE00527	0	-1
528	ACCEDE00528	0	1
529	ACCEDE00529	0	-1
530	ACCEDE00530	1	-1
531	ACCEDE00531	0	-1
532	ACCEDE00532	1	-1
533	ACCEDE00533	1	-1
534	ACCEDE00534	0	-1
535	ACCEDE00535	1	-1
536	ACCEDE00536	0	-1
537	ACCEDE00537	1	-1
538	ACCEDE00538	1	-1
539	ACCEDE00539	1	-1
540	ACCEDE00540	1	-1
541	ACCEDE00541	1	-1
542	ACCEDE00542	1	-1
543	ACCEDE00543	1	-1
544	ACCEDE00544	-1	1
545	ACCEDE00545	0	0
546	ACCEDE00546	1	-1
547	ACCEDE00547	-1	-1
548	ACCEDE00548	0	0
549	ACCEDE00549	-1	0
550	ACCEDE00550	-1	0
551	ACCEDE00551	-1	-1
552	ACCEDE00552	0	0
553	ACCEDE00553	1	-1
554	ACCEDE00554	-1	-1
555	ACCEDE00555	0	-1
556	ACCEDE00556	0	1
557	ACCEDE00557	1	1
558	ACCEDE00558	-1	-1
559	ACCEDE00559	0	-1
560	ACCEDE00560	-1	-1
561	ACCEDE00561	1	-1
562	ACCEDE00562	0	0
563	ACCEDE00563	1	-1
564	ACCEDE00564	1	-1
565	ACCEDE00565	0	-1
566	ACCEDE00566	1	-1
567	ACCEDE00567	0	-1
568	ACCEDE00568	0	-1
569	ACCEDE00569	0	-1
570	ACCEDE00570	0	-1
571	ACCEDE00571	0	-1
572	ACCEDE00572	1	-1
573	ACCEDE00573	-1	1
574	ACCEDE00574	-1	1
575	ACCEDE00575	-1	1
576	ACCEDE00576	-1	-1
577	ACCEDE00577	-1	1
578	ACCEDE00578	0	-1
579	ACCEDE00579	-1	0
580	ACCEDE00580	-1	1
581	ACCEDE00581	-1	1
582	ACCEDE00582	0	1
583	ACCEDE00583	-1	-1
584	ACCEDE00584	-1	1
585	ACCEDE00585	-1	1
586	ACCEDE00586	-1	1
587	ACCEDE00587	-1	0
588	ACCEDE00588	-1	-1
589	ACCEDE00589	0	0
590	ACCEDE00590	-1	1
591	ACCEDE00591	-1	-1
592	ACCEDE00592	1	1
593	ACCEDE00593	-1	-1
594	ACCEDE00594	0	-1
595	ACCEDE00595	0	-1
596	ACCEDE00596	0	-1
597	ACCEDE00597	0	0
598	ACCEDE00598	-1	1
599	ACCEDE00599	0	-1
600	ACCEDE00600	0	-1
601	ACCEDE00601	0	-1
602	ACCEDE00602	-1	-1
603	ACCEDE00603	1	-1
604	ACCEDE00604	0	-1
605	ACCEDE00605	-1	-1
606	ACCEDE00606	0	-1
607	ACCEDE00607	0	0
608	ACCEDE00608	1	-1
609	ACCEDE00609	1	1
610	ACCEDE00610	1	-1
611	ACCEDE00611	1	-1
612	ACCEDE00612	0	-1
613	ACCEDE00613	1	-1
614	ACCEDE00614	-1	-1
615	ACCEDE00615	-1	-1
616	ACCEDE00616	-1	-1
617	ACCEDE00617	1	-1
618	ACCEDE00618	1	0
619	ACCEDE00619	1	1
620	ACCEDE00620	0	-1
621	ACCEDE00621	-1	-1
622	ACCEDE00622	-1	1
623	ACCEDE00623	-1	1
624	ACCEDE00624	0	1
625	ACCEDE00625	-1	0
626	ACCEDE00626	-1	-1
627	ACCEDE00627	-1	0
628	ACCEDE00628	-1	1
629	ACCEDE00629	0	1
630	ACCEDE00630	-1	-1
631	ACCEDE00631	0	-1
632	ACCEDE00632	1	-1
633	ACCEDE00633	0	1
634	ACCEDE00634	1	-1
635	ACCEDE00635	0	-1
636	ACCEDE00636	0	-1
637	ACCEDE00637	1	-1
638	ACCEDE00638	1	-1
639	ACCEDE00639	1	-1
640	ACCEDE00640	1	0
641	ACCEDE00641	1	0
642	ACCEDE00642	0	1
643	ACCEDE00643	1	-1
644	ACCEDE00644	-1	-1
645	ACCEDE00645	-1	-1
646	ACCEDE00646	-1	-1
647	ACCEDE00647	0	-1
648	ACCEDE00648	-1	-1
649	ACCEDE00649	-1	-1
650	ACCEDE00650	1	-1
651	ACCEDE00651	0	-1
652	ACCEDE00652	-1	-1
653	ACCEDE00653	-1	-1
654	ACCEDE00654	0	-1
655	ACCEDE00655	0	-1
656	ACCEDE00656	0	-1
657	ACCEDE00657	0	-1
658	ACCEDE00658	0	-1
659	ACCEDE00659	1	0
660	ACCEDE00660	1	-1
661	ACCEDE00661	1	1
662	ACCEDE00662	-1	1
663	ACCEDE00663	-1	-1
664	ACCEDE00664	-1	1
665	ACCEDE00665	1	-1
666	ACCEDE00666	1	-1
667	ACCEDE00667	1	-1
668	ACCEDE00668	1	-1
669	ACCEDE00669	1	-1
670	ACCEDE00670	0	1
671	ACCEDE00671	0	1
672	ACCEDE00672	1	-1
673	ACCEDE00673	1	0
674	ACCEDE00674	1	0
675	ACCEDE00675	1	-1
676	ACCEDE00676	1	-1
677	ACCEDE00677	1	-1
678	ACCEDE00678	1	-1
679	ACCEDE00679	0	-1
680	ACCEDE00680	1	-1
681	ACCEDE00681	0	-1
682	ACCEDE00682	1	-1
683	ACCEDE00683	1	-1
684	ACCEDE00684	0	-1
685	ACCEDE00685	1	0
686	ACCEDE00686	0	-1
687	ACCEDE00687	1	-1
688	ACCEDE00688	0	-1
689	ACCEDE00689	0	0
690	ACCEDE00690	0	-1
691	ACCEDE00691	1	1
692	ACCEDE00692	-1	-1
693	ACCEDE00693	1	-1
694	ACCEDE00694	1	1
695	ACCEDE00695	1	-1
696	ACCEDE00696	1	-1
697	ACCEDE00697	1	-1
698	ACCEDE00698	1	-1
699	ACCEDE00699	0	0
700	ACCEDE00700	0	-1
701	ACCEDE00701	0	0
702	ACCEDE00702	0	-1
703	ACCEDE00703	0	-1
704	ACCEDE00704	1	-1
705	ACCEDE00705	0	1
706	ACCEDE00706	-1	1
707	ACCEDE00707	-1	1
708	ACCEDE00708	0	1
709	ACCEDE00709	-1	1
710	ACCEDE00710	1	-1
711	ACCEDE00711	1	-1
712	ACCEDE00712	1	-1
713	ACCEDE00713	0	-1
714	ACCEDE00714	0	0
715	ACCEDE00715	1	0
716	ACCEDE00716	1	-1
717	ACCEDE00717	1	-1
718	ACCEDE00718	1	1
719	ACCEDE00719	1	-1
720	ACCEDE00720	-1	-1
721	ACCEDE00721	1	-1
722	ACCEDE00722	0	-1
723	ACCEDE00723	0	-1
724	ACCEDE00724	1	-1
725	ACCEDE00725	1	-1
726	ACCEDE00726	-1	-1
727	ACCEDE00727	1	1
728	ACCEDE00728	1	-1
729	ACCEDE00729	1	-1
730	ACCEDE00730	1	-1
731	ACCEDE00731	1	-1
732	ACCEDE00732	0	-1
733	ACCEDE00733	-1	0
734	ACCEDE00734	1	0
735	ACCEDE00735	1	-1
736	ACCEDE00736	1	1
737	ACCEDE00737	-1	1
738	ACCEDE00738	-1	1
739	ACCEDE00739	-1	1
740	ACCEDE00740	-1	1
741	ACCEDE00741	-1	1
742	ACCEDE00742	0	-1
743	ACCEDE00743	1	-1
744	ACCEDE00744	-1	1
745	ACCEDE00745	0	1
746	ACCEDE00746	1	1
747	ACCEDE00747	1	-1
748	ACCEDE00748	0	1
749	ACCEDE00749	0	-1
750	ACCEDE00750	1	0
751	ACCEDE00751	1	1
752	ACCEDE00752	0	0
753	ACCEDE00753	0	0
754	ACCEDE00754	1	-1
755	ACCEDE00755	1	0
756	ACCEDE00756	-1	-1
757	ACCEDE00757	-1	1
758	ACCEDE00758	-1	-1
759	ACCEDE00759	0	1
760	ACCEDE00760	0	-1
761	ACCEDE00761	1	-1
762	ACCEDE00762	1	-1
763	ACCEDE00763	0	1
764	ACCEDE00764	1	1
765	ACCEDE00765	0	-1
766	ACCEDE00766	1	-1
767	ACCEDE00767	0	-1
768	ACCEDE00768	1	-1
769	ACCEDE00769	1	-1
770	ACCEDE00770	1	-1
771	ACCEDE00771	0	-1
772	ACCEDE00772	-1	-1
773	ACCEDE00773	0	-1
774	ACCEDE00774	1	-1
775	ACCEDE00775	1	-1
776	ACCEDE00776	1	-1
777	ACCEDE00777	1	-1
778	ACCEDE00778	1	-1
779	ACCEDE00779	0	-1
780	ACCEDE00780	-1	1
781	ACCEDE00781	0	-1
782	ACCEDE00782	1	-1
783	ACCEDE00783	0	-1
784	ACCEDE00784	-1	-1
785	ACCEDE00785	-1	-1
786	ACCEDE00786	-1	-1
787	ACCEDE00787	-1	0
788	ACCEDE00788	-1	1
789	ACCEDE00789	-1	-1
790	ACCEDE00790	0	-1
791	ACCEDE00791	-1	1
792	ACCEDE00792	-1	1
793	ACCEDE00793	-1	-1
794	ACCEDE00794	-1	1
795	ACCEDE00795	-1	1
796	ACCEDE00796	-1	1
797	ACCEDE00797	0	-1
798	ACCEDE00798	0	1
799	ACCEDE00799	0	1
800	ACCEDE00800	0	1
801	ACCEDE00801	-1	0
802	ACCEDE00802	0	0
803	ACCEDE00803	1	-1
804	ACCEDE00804	1	-1
805	ACCEDE00805	1	-1
806	ACCEDE00806	-1	1
807	ACCEDE00807	0	-1
808	ACCEDE00808	0	1
809	ACCEDE00809	-1	0
810	ACCEDE00810	0	-1
811	ACCEDE00811	1	1
812	ACCEDE00812	1	-1
813	ACCEDE00813	0	-1
814	ACCEDE00814	-1	1
815	ACCEDE00815	1	-1
816	ACCEDE00816	0	-1
817	ACCEDE00817	-1	-1
818	ACCEDE00818	1	-1
819	ACCEDE00819	1	-1
820	ACCEDE00820	-1	-1
821	ACCEDE00821	1	-1
822	ACCEDE00822	0	-1
823	ACCEDE00823	1	-1
824	ACCEDE00824	0	-1
825	ACCEDE00825	-1	-1
826	ACCEDE00826	-1	0
827	ACCEDE00827	0	-1
828	ACCEDE00828	-1	-1
829	ACCEDE00829	0	0
830	ACCEDE00830	0	-1
831	ACCEDE00831	1	-1
832	ACCEDE00832	1	-1
833	ACCEDE00833	1	-1
834	ACCEDE00834	1	-1
835	ACCEDE00835	1	0
836	ACCEDE00836	0	-1
837	ACCEDE00837	1	-1
838	ACCEDE00838	1	-1
839	ACCEDE00839	1	0
840	ACCEDE00840	1	-1
841	ACCEDE00841	0	-1
842	ACCEDE00842	1	-1
843	ACCEDE00843	0	-1
844	ACCEDE00844	1	-1
845	ACCEDE00845	0	-1
846	ACCEDE00846	0	-1
847	ACCEDE00847	1	1
848	ACCEDE00848	1	-1
849	ACCEDE00849	1	-1
850	ACCEDE00850	0	-1
851	ACCEDE00851	0	-1
852	ACCEDE00852	0	-1
853	ACCEDE00853	0	-1
854	ACCEDE00854	-1	-1
855	ACCEDE00855	1	-1
856	ACCEDE00856	0	-1
857	ACCEDE00857	1	-1
858	ACCEDE00858	1	-1
859	ACCEDE00859	1	-1
860	ACCEDE00860	0	-1
861	ACCEDE00861	1	0
862	ACCEDE00862	1	-1
863	ACCEDE00863	1	-1
864	ACCEDE00864	0	-1
865	ACCEDE00865	0	1
866	ACCEDE00866	1	1
867	ACCEDE00867	-1	-1
868	ACCEDE00868	-1	-1
869	ACCEDE00869	-1	0
870	ACCEDE00870	1	1
871	ACCEDE00871	1	0
872	ACCEDE00872	-1	1
873	ACCEDE00873	-1	1
874	ACCEDE00874	-1	-1
