audioID,loudnessMin, loudnessMax, perceptualSharpnessMin, perceptualSharpnessMax, perceptualSpreadMin, perceptualSpreadMax, obsiMin, obsiMax,obsirMin, obsirMax
ACCEDE00007, 0.01187195912841689, 0.18052534892091898, 1.9848655920361784, 2.9259586664471913, 0.6715387037611816, 0.8958656216675763, -11.414974050573473, 4.753076637794569, -3.6376098012055063, 6.205673124156422
ACCEDE04261, 0.0020851571786052363, 0.11586058852291364, 1.3373929242045262, 2.8923450971096396, 0.7817024989270487, 0.8998685977966805, -13.14896130316544, 8.338274408350202, -3.4966455117511446, 6.969267807225991
ACCEDE02610, 0.0010620012807617716, 0.19824934823638496, 0.8057228392212878, 3.5169033208824354, 0.6428041076033815, 0.8843991858587027, -12.597412572345972, 9.191822269494649, -7.274000780681244, 8.521138680512912
ACCEDE02176, 0.0014895296432470466, 0.36557514877339065, 0.5491874322493107, 3.6751594603629187, 0.40249489185390536, 0.8875510977441146, -12.796572200981197, 9.044494931357033, -5.617384831722809, 6.0825775593339415
ACCEDE05619, 0.0016648974388129788, 0.2653892263038299, 0.8868770872690569, 2.5540923036252545, 0.5396529888304856, 0.8794840407171786, -12.717565936799092, 9.028399413995178, -6.742628165703985, 8.182128177292164
ACCEDE04507, 0.007318607000885047, 0.22827669403168505, 1.2600586741434654, 2.768671587181139, 0.5955568609746654, 0.8849765894434178, -12.390312661144703, 1.563249046187646, -5.8882910372828725, 3.0697475349911914
ACCEDE03268, 0.0014022754631379752, 0.18452025492180965, 0.7762941732689921, 2.7268115767061585, 0.6650072146327902, 0.8870543232178327, -11.62420057305754, 8.44721852455842, -5.937585318645036, 6.775021777455542
ACCEDE00761, 0.0010905013755172857, 0.5031525752252032, 1.2872950016911977, 3.2067858624736942, 0.24685736350534737, 0.8954973000766175, -12.278031870868203, 9.942748358985376, -9.368961486585, 11.249718778444581
ACCEDE09023, 0.0012133510034337313, 0.253573878427272, 1.001465841723887, 3.7684805342449312, 0.5571519549661048, 0.8909096554855829, -12.818016666562695, 9.684859123978061, -6.179030346512523, 8.009932376901656
ACCEDE06310, 0.001448377439636091, 0.5125609713394043, 0.5447566348189501, 2.6082378350195525, 0.23759680666158509, 0.8820393769119846, -12.15163850672205, 7.057848380215136, -6.130917167240418, 6.749430615666141
ACCEDE00775, 0.001935075938244605, 0.22207141550735643, 0.8921376011852036, 1.774462693548264, 0.6051728825707281, 0.8666870780319881, -11.558178447322454, 8.880505001757832, -8.228326916088541, 7.164796898319331
ACCEDE08329, 0.0014347125385108272, 0.22888397643595695, 0.8882028934842598, 2.789872211748566, 0.5946199217972218, 0.8983861089873956, -11.555459864962739, 9.3293832977127, -6.665217225598839, 6.761027536098863
ACCEDE09037, 0.0008583549508477315, 0.2765063248488679, 0.5104852293341849, 4.50693221243066, 0.5234430979836918, 0.8923098268442603, -11.536456425430474, 9.969780814078803, -8.069103638589496, 9.690719495612804
ACCEDE06304, 0.00151877163497863, 0.21624316724981912, 0.7853712522462424, 2.3560218483962743, 0.6142747728825951, 0.8781134231771536, -13.138046744321644, 7.72486311440806, -6.637369031478347, 4.890849118887416
ACCEDE02162, 0.0014418243539652982, 0.20373246765226394, 0.7755436923282382, 3.0247400675266185, 0.6340419830711529, 0.8830818586653684, -13.116320702356878, 8.40371359424226, -6.45670654145788, 6.125207672624882
ACCEDE04513, 0.002083251819354055, 0.2576981702480172, 1.0367139710878104, 3.5841750742840874, 0.5510120064531416, 0.8838266906171812, -12.654311172993294, 9.247882507223549, -5.650749792958084, 11.875589927025164
ACCEDE04275, 0.0012826524663847655, 0.1752193563583956, 0.8824544703368524, 2.9511517292017473, 0.6802631101258593, 0.8944799116787271, -11.870723812652066, 8.420231113423107, -5.911523279031277, 7.913530834688859
ACCEDE02604, 0.0016386884416675121, 0.22788907042172016, 0.8675379572299368, 3.032704916106759, 0.5961552875742354, 0.8955004531746312, -12.816676741339176, 7.814857282737206, -5.411785679513755, 7.68649041840647
ACCEDE09751, 0.0014536166193341068, 0.24179407073901316, 0.9002470428866208, 2.5461346303358665, 0.5748762311665165, 0.882688804382022, -11.860210170312056, 7.873061156716897, -5.620682398075626, 6.450409396752147
ACCEDE06462, 0.0016985722486291951, 0.23825186327798945, 1.0044632765545067, 3.753168787625163, 0.580260223799455, 0.8905444848873574, -12.631647639913098, 8.502109250307349, -6.973018800379682, 8.122706933892491
ACCEDE00013, 0.00128564030035834, 0.19734654861431866, 0.9760044698002714, 3.0148651855045983, 0.6442525630213464, 0.8794011101761597, -13.146008496553529, 7.060865064231717, -8.349994732708902, 6.7491991135278395
ACCEDE03532, 0.001563617376207012, 0.20280845968122385, 0.8326201754140327, 2.519719049405246, 0.6355143519558228, 0.8352050081870692, -12.814855664954099, 7.712296224193122, -5.955520052841482, 8.647999677580206
ACCEDE05143, 0.0015055365467825025, 0.21856354967986616, 0.7539372666035552, 3.1743671739065373, 0.6106429258889311, 0.8868206304728637, -12.74113190777496, 7.210875997035774, -8.995815578028296, 7.685692655068291
ACCEDE01325, 0.0013222601536812435, 0.1639745166777189, 2.18089338423135, 4.95332326566639, 0.6989386087642537, 0.9009862590383406, -12.931022599652609, 5.4718042201347705, -3.6897300636987675, 7.433134049496827
ACCEDE09779, 0.0021192643140730233, 0.20697599264452732, 0.7797083809046813, 2.934306598394982, 0.6288870762421327, 0.8723029450032103, -10.532573428719736, 7.0543333439513, -6.3446232525938, 7.56207777765921
ACCEDE07754, 0.0016717301263362958, 0.1978148021714351, 1.476703175134182, 3.0521281783192684, 0.6435010916152538, 0.8958446503812669, -10.103790092028822, 9.87189003931164, -4.059470466264119, 7.003981003938613
ACCEDE08467, 0.0008686876912830495, 0.47610516266652786, 0.6571369368920552, 3.6723717703692866, 0.2744658005846653, 0.882520600754972, -11.569439535900061, 9.151640496977222, -9.52208204766482, 8.202633249378732
ACCEDE07032, 0.001641921507217519, 0.17478589239048548, 1.1268746128050897, 3.3296619640303176, 0.6809783233977674, 0.8997068830566198, -11.549499945376018, 8.522282143692683, -5.484866572809771, 7.0550832721669305
ACCEDE08301, 0.0011477051577897803, 0.1852416561791949, 0.8250638485816616, 3.0095939412732053, 0.6638311588256212, 0.8785297827460522, -13.402034324256688, 8.436616129664483, -7.67046452381905, 6.97123892368529
ACCEDE00985, 0.0013906714277283662, 0.22135878018826682, 1.0468815595250012, 2.367041919306797, 0.6062821491899038, 0.875022765053288, -6.812321720168938, 9.642242677176771, -5.048409317687797, 7.706521198039597
ACCEDE01443, 0.0011450942720919908, 0.4530564937725324, 0.757468096904632, 3.292042760977458, 0.29914719900439596, 0.8957123188692651, -42.95140866809929, 8.419111686460491, -10.940484732284325, 7.1186393058091095
ACCEDE05625, 0.002030310466255556, 0.13660677659853127, 1.0849409052245544, 3.827801195349551, 0.7454478582155785, 0.8795736462929136, -12.208146576754128, 7.926279171331528, -4.669821586168395, 5.690418012213858
ACCEDE03254, 0.0012312196091638769, 0.21180707725148334, 0.7397309563232427, 2.0356183018215397, 0.6212480834708493, 0.869642079108714, -11.611055847801534, 7.697900378676149, -7.2184520055876416, 5.834805012980153
ACCEDE05631, 0.0016295561208592485, 0.21809087079635692, 0.8704900813044516, 2.7302986701472163, 0.6113818863319994, 0.8944139637663011, -11.388927850936994, 6.480906616448287, -6.54642595724439, 6.216627955414834
ACCEDE03240, 0.001323772109981877, 0.24485147272506774, 0.6898169325396886, 1.9603305410069138, 0.5702492982454992, 0.8893371557410922, -11.91506645753954, 8.473343959297159, -6.662466199070238, 7.552500388798638
ACCEDE00749, 0.0010845339661447902, 0.13186257361447687, 1.2395444837916814, 1.9598653070199439, 0.7536625910912796, 0.8840768017120271, -3.2458927499944776, 9.104934127883899, -5.187220868391331, 7.3975692081994024
ACCEDE07026, 0.0019056133348920887, 0.12724174629989946, 1.4760845283182549, 2.9635195232092304, 0.7617069694016491, 0.8848752281486906, -11.548764459717173, 7.543673074206638, -3.4611406603713553, 7.621884087377808
ACCEDE08315, 0.001204927514339778, 0.17837913724366608, 0.7538815459113879, 3.0761366390336926, 0.6750608421164626, 0.8728286114029034, -12.565322773069898, 8.41477058762429, -6.471057648977883, 8.901839991256281
ACCEDE06338, 0.00160504945605812, 0.19293704450619223, 0.7081757961931819, 2.78861440550972, 0.6513506141304, 0.8706980263467116, -12.113855341187662, 7.9926285039019564, -6.306935921008147, 7.581983972705906
ACCEDE00991, 0.003450326727995959, 0.15781045224096704, 1.0811615159424068, 2.3002499970228425, 0.7092832343545645, 0.8727987669477635, -12.084651836934842, 5.585099079111084, -5.033066812277026, 6.692805814274638
ACCEDE01457, 0.0011186360747240446, 0.37064061040939644, 0.6568277152014589, 3.292042760977458, 0.3960932412658571, 0.8618694900428369, -42.95140866809929, 9.498936525405604, -10.166240076501069, 7.375980907536006
ACCEDE07998, 0.001989971326548434, 0.14007815298073195, 0.988204852297145, 2.457704567188332, 0.7394655829810294, 0.8819249075654803, -15.766100415057776, 5.844415894502572, -6.413042341228519, 5.495646395183238
ACCEDE01331, 0.0015419278868110625, 0.25059696655060804, 0.7087544540380809, 2.7634410017593334, 0.5616049065431505, 0.898532507548064, -10.98562327815805, 8.126024863191638, -5.957581051774978, 8.702847851432292
ACCEDE07740, 0.001317419197208341, 0.15983029653917077, 1.1997775312023409, 2.710517403532173, 0.7058851306134577, 0.8907707033624503, -10.810265382832155, 9.768522870402665, -4.781267420718913, 5.6696675679097135
ACCEDE08473, 0.0011726274661795905, 0.3375730743912441, 0.5835093733959873, 3.6080951140519595, 0.43880943177146814, 0.8725400192510887, -11.521443143277086, 9.596510239264541, -9.112650658604892, 7.118320611212654
ACCEDE03526, 0.001133494611011339, 0.17987694942439017, 0.7807709125508342, 2.7772654660684286, 0.6726018180854443, 0.890655410257047, -11.897587367132994, 8.778488078958672, -7.19945556932371, 4.6127374267056815
ACCEDE04249, 0.0010730792731241795, 0.19973034637669962, 0.8801366646453602, 3.3660334330825856, 0.6404315185103572, 0.8849793925935541, -12.847535346345898, 9.408505951186891, -6.697050376279703, 9.630389576466527
ACCEDE05157, 0.0016920897285811992, 0.27154537353874053, 0.6654591218896964, 3.7373903476807246, 0.5306461428128131, 0.9024543319254767, -12.336335716373926, 7.378710023151632, -7.624143811737616, 7.458618542612899
ACCEDE02638, 0.004440025783317619, 0.1749857683321978, 1.2557926655228342, 2.589418185855817, 0.680648482454414, 0.8918891015512425, -11.440573847093473, 4.167367538244596, -4.409853383579403, 5.6573085602449655
ACCEDE01866, 0.0011554566432695123, 0.2306442439409028, 0.9231156525912496, 3.108248413069506, 0.5919082793812651, 0.8753183425585603, -13.487677305689518, 8.21545048769254, -5.500839256465364, 6.612528477073487
ACCEDE09584, 0.0013752659338246683, 0.2506085067194363, 0.7848607089995945, 2.4631207159962063, 0.5615876102012731, 0.8912301912721025, -11.98898927930242, 8.580227220236337, -7.809515468444779, 8.234921331290208
ACCEDE08842, 0.0020013419943791895, 0.17933139554601213, 1.0169218267414004, 2.8112433442935414, 0.6734969583364561, 0.8863944266647698, -12.802137163678625, 6.343081609183721, -6.609550576601786, 7.5817815561761
ACCEDE03917, 0.0009429949175826143, 0.1846368453439597, 0.6174030142308269, 2.3860817069103724, 0.6648170739706498, 0.8939867050964856, -12.924106655816438, 9.620738764971353, -9.157368667872554, 6.029655876461359
ACCEDE03903, 0.0013107560038590588, 0.20863759648723912, 1.008041788176725, 4.041744657094085, 0.6262544536934938, 0.8905119484700172, -12.101273013918355, 9.393424069992768, -6.658440368365513, 9.53779235999641
ACCEDE09590, 0.0021709977499903875, 0.2867322773396812, 0.625443883222346, 2.781358071569317, 0.5087508441890375, 0.8915754352155841, -12.269637249175988, 6.121547459333791, -7.471334793592934, 7.852905653313774
ACCEDE08856, 0.0015035032195219531, 0.21145947692673422, 0.8419479217518682, 2.4715504507554664, 0.6217961565286597, 0.8878372702345765, -9.209932136848291, 8.17654718229935, -7.638755970255687, 6.904448955169333
ACCEDE01872, 0.0010736706424305006, 0.29295773671657466, 0.8141610727742401, 3.8562386533313244, 0.4999087620689486, 0.8925661295554431, -11.700829275041281, 10.338184863464017, -6.418101140047418, 10.061469175322719
ACCEDE01682, 0.0011933002225001286, 0.18534884584548683, 0.8950760359815545, 2.363239146585594, 0.6636565029652803, 0.8852063349647187, -12.768195211643397, 8.683743987508482, -6.470026575472217, 7.099481164282002
ACCEDE04922, 0.0011299224307268446, 0.2133105203413324, 0.9028125945038201, 2.6370634080491655, 0.6188803374056252, 0.8926071134959965, -12.256615913103134, 8.514179217468959, -6.678984378137186, 8.43466822899082
ACCEDE03095, 0.0013253088718605767, 0.36061420517168014, 0.5519594013142923, 2.640679620553316, 0.4088141946282424, 0.8757695789736368, -10.258051291662666, 8.235421343830414, -8.855981781305129, 4.762774424002336
ACCEDE05382, 0.0019530917092229726, 0.197773508866211, 0.8340146112041955, 2.6507984153276185, 0.6435673430768312, 0.8867601918201534, -10.221627363999787, 7.71530232674287, -5.63900434524125, 7.152517515208373
ACCEDE06853, 0.002048102326932475, 0.22053900659006795, 1.0885827927554015, 2.881029054746097, 0.6075594402475981, 0.8951349232231219, -12.236878881512828, 6.990256881951664, -5.126016056954954, 5.394642274687496
ACCEDE07595, 0.001868663511434628, 0.2276915423836793, 0.8250029992860439, 3.235512810537945, 0.5964603537057003, 0.9004944465353282, -12.473286629168758, 6.623779959451582, -6.626133430110519, 7.39000052880184
ACCEDE06847, 0.0014937791775910128, 0.1861529959473917, 0.8916005005119889, 2.7504054817814554, 0.6623469460054061, 0.8868977941859182, -13.531147397139717, 7.390025665329301, -5.780978783899318, 8.521409460965419
ACCEDE07581, 0.0026955390826228238, 0.12647404814969496, 1.1638087301105138, 2.6355791147805316, 0.7630475885559814, 0.8734695103687623, -12.659087691965569, 6.485448151313927, -5.4575534839136255, 7.073700888808212
ACCEDE04088, 0.00190936977247532, 0.23250753483962927, 0.8284715803360422, 2.7567468460863083, 0.5890446840779429, 0.8883972195765818, -11.853766358385094, 7.255915218047237, -6.7406735620063305, 4.8647849748925465
ACCEDE05396, 0.0016148188145142758, 0.26111192943645173, 0.7721545573521809, 3.1101796671601543, 0.5459555808211232, 0.8843734422808702, -11.081734332553543, 8.13698988372188, -7.680459710748402, 7.597407522709405
ACCEDE04936, 0.002266079803572449, 0.1992380166534706, 0.7572653190434667, 2.2041529058267253, 0.6412197539730674, 0.8712239986916254, -10.512882843598094, 6.234665785070336, -6.829273447284823, 6.562077304556812
ACCEDE03081, 0.0018752532952894035, 0.28493794050023996, 0.7531383002598808, 2.9293310503360424, 0.5113137489360384, 0.8727238603814312, -11.43713236827865, 8.837750245598414, -5.329219802975344, 6.708495377767948
ACCEDE00588, 0.0009932843579048315, 0.30193797361880115, 0.9779546876898623, 2.197614068115085, 0.48729059267542557, 0.8823063137541699, -12.304291193009567, 10.718448181317301, -6.549394366877336, 7.611023432154272
ACCEDE01696, 0.00129380795795543, 0.20311059732020845, 0.8859167691757779, 3.397584174587873, 0.635032720103355, 0.8838886298002508, -13.13403925738342, 8.067829734291301, -10.007097204953745, 6.0194018305292385
ACCEDE06112, 0.0010404016378325856, 0.19653099510893726, 1.050071093333482, 3.085500345315157, 0.6455624418206346, 0.8947321200668524, -11.05482162062065, 10.987238676013071, -5.702795359843805, 7.783793155069553
ACCEDE09221, 0.0010203186402309315, 0.5155670814037084, 0.5144969739500864, 4.140306602594393, 0.23467525261972125, 0.8713834990146667, -12.040386862480739, 10.092989491342014, -10.762774395339033, 11.225794664475824
ACCEDE00563, 0.001498255571773196, 0.17695883526976133, 1.0103558944757152, 3.292042760977458, 0.6773967588405079, 0.890598086956971, -42.95140866809929, 9.875471430126364, -7.030158182415812, 9.12066462722975
ACCEDE04705, 0.0020601381257713204, 0.1973913199029291, 0.8477530733782884, 2.7553635462433776, 0.6441806933671622, 0.8948347050630534, -12.817076085663563, 6.365518947628378, -6.058804961331128, 7.888987567989815
ACCEDE02374, 0.001634328028613377, 0.19729388683234517, 0.9960967569759661, 2.8300787664105886, 0.6443371041167238, 0.8899430669620526, -11.360882190251944, 7.770779858189229, -7.265611482971467, 7.322509997071419
ACCEDE02412, 0.003361108641772836, 0.20821490703841417, 1.0957099684307101, 2.603731393939671, 0.6269236334361871, 0.8817675907686136, -9.898815697220861, 5.352524710772045, -4.88554553719116, 5.2704925811230225
ACCEDE04063, 0.002451851185468505, 0.2103359145354811, 0.8546413368272616, 2.194692207972334, 0.623569367872515, 0.8584762909288897, -11.24114878324124, 5.243083158146229, -5.339808012988389, 6.776779309153171
ACCEDE00205, 0.0011465154145143938, 0.2608649535349026, 0.9367865043878407, 2.824220231948991, 0.5463206169129617, 0.8969033999448076, -11.181893806587972, 9.175217829289707, -5.979066004026997, 8.297618816374506
ACCEDE08659, 0.001404276773117628, 0.2411272380552061, 0.9070636679078684, 3.260006125183954, 0.5758878688217198, 0.8884674166084274, -12.649057529001226, 7.924908029721191, -8.91913925296986, 9.542968673925113
ACCEDE06674, 0.001564021904018822, 0.25180537223966215, 0.7947645456352116, 2.8859649183993143, 0.5597952010094305, 0.8950356642356385, -12.889817898419583, 8.265532671224557, -5.95981061510588, 6.704647931862761
ACCEDE09547, 0.0014350529518904205, 0.24059423279808984, 0.5803902625141596, 2.915269791555484, 0.5766971192595217, 0.8779943123413371, -11.730002680362048, 8.230131631210591, -4.899322997418697, 5.507894228714239
ACCEDE08881, 0.0010975064752983719, 0.3916261347521936, 0.7117478680506011, 2.688142803798292, 0.370118759916556, 0.8703818391000262, -11.218162755679106, 10.326372261984007, -9.252193890900795, 8.8040528298162
ACCEDE00211, 0.001098069791996863, 0.20841361726485005, 0.6914619098552626, 3.219047138018397, 0.6266090013317193, 0.8905873264574232, -11.520112986908472, 9.063990428808777, -7.798885115872916, 9.136505467404069
ACCEDE06660, 0.0012204738779994454, 0.34350605087452823, 0.5664524196220535, 2.7277237291121743, 0.4309843052383575, 0.8976479873745887, -11.823220701435028, 7.622980923633055, -5.648552377080648, 5.882915465662146
ACCEDE09553, 0.0015899957985181779, 0.2558133672342148, 0.7712411722127113, 2.5689283248608676, 0.5538137443872777, 0.8967991468254248, -11.745997734725075, 7.374875848767965, -7.6508388248296, 8.485102404680486
ACCEDE08895, 0.0020640324864311336, 0.4828161066377518, 0.5021364847127947, 2.7347581659039837, 0.2674791795533332, 0.8866016672080661, -12.923882008365517, 8.065942037777411, -5.659677150462558, 2.4960613773967157
ACCEDE02406, 0.002005804699065042, 0.34504871676353216, 0.6028050201850219, 2.6030794401832855, 0.42896118341309597, 0.8625364581975864, -12.705622172042252, 7.125995272326522, -5.7868703367737595, 4.941932892776707
ACCEDE05369, 0.001362959107654267, 0.1958271318742952, 0.7067680789321513, 2.8901997419420122, 0.6466940018295222, 0.8885390290379139, -11.671683443155532, 8.639042437991959, -6.63492392001766, 6.766924381506769
ACCEDE04077, 0.0022484369013607373, 0.21162068069747497, 0.958005630197258, 2.6630166839215255, 0.6215419511039127, 0.8886253696365636, -13.133755002169355, 6.45121779216876, -7.4308934949443435, 6.688759058313994
ACCEDE03718, 0.000965437465713761, 0.28467091356784263, 0.6711413552379055, 2.800577464268023, 0.5116957018958648, 0.8848007037513009, -19.37813263631309, 9.902035523202533, -10.05443689935667, 9.391434152441546
ACCEDE04711, 0.003394949097384911, 0.12487743041312581, 1.2770480973778584, 2.924328185463102, 0.7658395118003334, 0.8981778931391661, -12.60134952950384, 4.2037165746015965, -5.59126848378186, 5.755096677964635
ACCEDE02360, 0.0013077092031714647, 0.18181218644732192, 0.9447945286144547, 2.8390432344532788, 0.6694312982461119, 0.8887611534288232, -12.083883960899561, 8.103319655753655, -7.471955061600834, 7.343950123435555
ACCEDE01669, 0.0014019261392703881, 0.27343424415663414, 0.7465744450174892, 3.4149475832707177, 0.5278977975642415, 0.8950326040265669, -12.37260619902307, 9.452397945425998, -7.886608393709662, 9.083874431704038
ACCEDE06106, 0.0011578631601302, 0.1924478834365078, 0.8184300557465489, 2.427038039193661, 0.6521404209661762, 0.8805704744282411, -11.929641637074306, 8.722827144073719, -6.669139141753458, 6.919052491612319
ACCEDE09235, 0.00111537017458066, 0.5387064171147798, 0.6169498702805681, 3.54697018682803, 0.21279176961108348, 0.889912852383456, -12.292109046168935, 9.573082416903965, -6.739854859520171, 7.526237767322106
ACCEDE07218, 0.0009874630048642685, 0.2913957686718838, 0.8852358655258219, 2.722731089578889, 0.5021199566561104, 0.8889639906763753, -10.538553281007008, 10.793937688507725, -7.93034793501127, 6.163769414218753
ACCEDE00577, 0.002417709786333811, 0.3446642215228658, 1.0465456373467934, 1.9569875129587462, 0.42946498255223153, 0.8820411843544844, -6.32821099600455, 6.001964283548349, -5.760896570765755, 5.37919990006537
ACCEDE03056, 0.0014615057849598303, 0.321993040417052, 0.524088101396308, 2.6606715151542355, 0.4596934372429133, 0.8973620286915593, -12.649857978773372, 8.43393636510738, -7.161894606233163, 6.625984301204387
ACCEDE04739, 0.0013139382275590527, 0.23076172232649006, 0.8316375160189851, 2.379999415699509, 0.591727527838108, 0.8806081770822141, -8.802073127967363, 7.677691588144862, -7.826125663688456, 8.044040855654151
ACCEDE05427, 0.0013138778398257384, 0.21932786511809033, 0.82867108677014, 2.7007547068159705, 0.6094489821810786, 0.8841229691471137, -13.208697719374346, 9.033999382147018, -8.434735643313125, 8.25474385580333
ACCEDE02348, 0.0013457665129387884, 0.2418813777004057, 0.9246118470655164, 2.755142583023188, 0.5747438454774351, 0.898651535613053, -11.566561916786332, 8.137805283751582, -7.8222513840558925, 10.609160599620571
ACCEDE01641, 0.001067324663981199, 0.18822027200902877, 0.824853879845305, 3.5798948886569653, 0.6589863267770952, 0.8882367475442033, -11.938566071637624, 8.750866980034711, -6.985639938542743, 5.89385345009867
ACCEDE08103, 0.002867444393351144, 0.17871991626133674, 0.9833585135835026, 2.940698088967215, 0.6745009759457857, 0.9007183658784864, -12.146624116878582, 6.439302283499207, -4.73602383559318, 7.172548860081649
ACCEDE01899, 0.001087659393993984, 0.16283747189732659, 0.8711909822410957, 2.96985348132063, 0.7008410984592595, 0.8793179123899462, -11.808692716920792, 8.782842097575317, -5.828954008467283, 8.096077563774477
ACCEDE07230, 0.002111208611491963, 0.12900430665383564, 1.0562797337005103, 2.4634143234541, 0.7586334978275655, 0.8879943968739246, -9.265694898746718, 7.932984110908284, -5.022907976743895, 4.72491752093927
