id	name	colorfulness	alpha	stdDevLocalMax	maxSaliencyCount	saliencyDisparity	spatialEdgeDistributionArea	entropyComplexity	asymmetry	asymmetry_env	centroid	energy	flatness	roll_off	zcr
149	ACCEDE00149.mp4	17.797438	165	0.03406	0.011766	0.144665	0.65222	9.023339	3.173499	256.694094	0.045091	14.925618	0	0.025724	0.039497
150	ACCEDE00150.mp4	16.648756	55	0.155189	0.016463	0.175949	0.914121	12.258924	3.383207	269.96891	0.044001	19.535606	0	0.03449	0.049092
151	ACCEDE00151.mp4	16.811604	70	0.136416	0.008303	0.12592	0.714595	9.553672	4.003526	324.646698	0.036336	20.170345	0	0.02265	0.03542
152	ACCEDE00152.mp4	25.363161	244	0.178563	0.014905	0.175712	0.711607	8.513656	4.046807	323.579593	0.037667	15.19802	0	0.028664	0.039572
153	ACCEDE00153.mp4	22.368401	38	0.108172	0.007847	0.143874	0.912037	10.67662	2.499904	192.716749	0.04862	28.343507	0.004423	0.039674	0.055998
154	ACCEDE00154.mp4	25.439817	23	0.170483	0.004909	0.24091	0.927038	11.43192	4.232679	309.456594	0.03513	4.454416	0	0.02567	0.033599
155	ACCEDE00155.mp4	23.601488	25	0.08529	0.00293	0.081684	0.920152	14.667114	4.218557	325.701115	0.03469	12.954272	0	0.019991	0.02915
156	ACCEDE00156.mp4	34.5121	15	0.068141	0.010295	0.238617	0.920928	12.508205	4.871413	357.274637	0.044117	20.888806	0	0.038683	0.055129
157	ACCEDE00157.mp4	25.181396	305	0.093658	0.00224	0.345409	0.695218	10.317569	4.703138	338.420735	0.036851	7.914799	0	0.030476	0.038807
158	ACCEDE00158.mp4	29.708717	20	0.034904	0.0026	0.020906	0.944374	13.526151	3.375155	259.388532	0.049041	15.458443	0	0.027781	0.04466
159	ACCEDE00159.mp4	29.656231	25	0.035624	0.001007	0.048303	0.930844	14.032249	2.798774	217.578021	0.061337	5.339192	0	0.038804	0.062969
160	ACCEDE00160.mp4	33.608665	15	0.112383	0.000955	0.218007	0.931503	13.436438	1.866018	134.893192	0.093502	13.774349	0.008897	0.113267	0.141565
161	ACCEDE00161.mp4	37.232113	28	0.142395	0.100473	0.225874	0.93118	13.971518	2.169304	174.342422	0.06641	4.014474	0	0.056713	0.086982
162	ACCEDE00162.mp4	51.805046	6	0.053003	0.000747	0.01129	0.917499	11.819794	1.997775	162.463955	0.069255	9.397749	0	0.088944	0.108578
163	ACCEDE00163.mp4	45.809643	20	0.099129	0.001272	0.01122	0.923368	13.41815	2.887583	229.640233	0.051737	10.519808	0	0.033463	0.057898
164	ACCEDE00164.mp4	43.158356	17	0.160137	0.028433	0.215582	0.899186	15.106186	2.5317	192.757703	0.05562	4.902384	0.001104	0.036144	0.06671
165	ACCEDE00165.mp4	42.087067	5	0.086285	0.000781	0.009584	0.765629	11.637617	3.292427	269.227977	0.047194	10.074541	0	0.02986	0.053396
166	ACCEDE00166.mp4	37.617764	359	0.187801	0.005104	0.086277	0.910405	11.080234	3.103837	229.897545	0.050719	23.991863	0	0.043614	0.071425
167	ACCEDE00167.mp4	28.703979	5	0.079357	0.000273	0.005891	0.896841	12.175198	3.448028	252.946673	0.047632	12.672422	0	0.042686	0.072369
168	ACCEDE00168.mp4	36.549404	355	0.060651	0.006185	0.073438	0.878969	9.361736	3.728781	304.415209	0.049781	11.447063	0	0.042883	0.06407
169	ACCEDE00169.mp4	38.086712	32	0.047606	0.000668	0.010832	0.844644	12.792184	2.276041	184.404885	0.059436	6.322879	0	0.063364	0.10386
170	ACCEDE00170.mp4	29.19108	359	0.100723	0.015421	0.16385	0.896611	11.125422	2.533615	208.239273	0.056226	12.69724	0	0.076375	0.119195
171	ACCEDE00171.mp4	36.732437	16	0.110084	0.010903	0.122774	0.889854	12.569992	2.346203	201.527442	0.062108	7.948098	0	0.053301	0.0727
